isfraud,numdayopen,value,tranid,userid,last4dig,dayind,bankid,international
1.0,35.0,557.7829577954752,25517.0,24.0,6203.0,7.0,2.0,0.0
1.0,212.0,961.2349910351671,49760.0,57.0,5485.0,2.0,2.0,0.0
0.0,95.0,27.17202324185542,90213.0,79.0,5372.0,5.0,5.0,0.0
0.0,119.0,687.6905072931826,57089.0,11.0,8808.0,2.0,5.0,1.0
1.0,95.0,852.2773030331196,74414.0,61.0,3253.0,2.0,2.0,0.0
0.0,210.0,764.7743152741064,11967.0,35.0,7767.0,2.0,6.0,0.0
0.0,34.0,177.90112362188168,67577.0,79.0,9027.0,6.0,3.0,1.0
0.0,219.0,405.4619014742859,15482.0,78.0,7232.0,6.0,3.0,1.0
0.0,267.0,110.20697649686018,69886.0,6.0,5025.0,5.0,5.0,1.0
0.0,286.0,388.0104540631961,92660.0,7.0,4110.0,3.0,4.0,1.0
1.0,147.0,461.8858167999991,65372.0,38.0,1893.0,6.0,5.0,0.0
1.0,331.0,452.24638974182574,75622.0,15.0,3945.0,7.0,5.0,0.0
1.0,212.0,324.1374715226513,13265.0,23.0,8433.0,5.0,6.0,0.0
1.0,47.0,250.83221178316103,95010.0,92.0,3686.0,6.0,6.0,0.0
0.0,59.0,706.5204831432478,93109.0,47.0,2397.0,5.0,6.0,1.0
0.0,194.0,550.7955397235334,15754.0,99.0,3799.0,3.0,5.0,0.0
0.0,75.0,179.6878979085954,16725.0,54.0,6047.0,3.0,6.0,1.0
1.0,321.0,181.51533034023947,27245.0,26.0,1057.0,5.0,3.0,0.0
1.0,255.0,855.5556453626126,81237.0,1.0,9084.0,2.0,2.0,1.0
1.0,210.0,442.433486136239,88802.0,77.0,1107.0,2.0,5.0,1.0
0.0,26.0,185.65514738193087,17217.0,84.0,6718.0,1.0,2.0,0.0
1.0,170.0,920.4643135712666,16426.0,14.0,7831.0,2.0,2.0,1.0
0.0,234.0,749.5854742183337,57210.0,5.0,2525.0,7.0,3.0,1.0
1.0,195.0,820.4444775402471,66010.0,71.0,2063.0,3.0,4.0,0.0
0.0,356.0,859.548533120335,53150.0,68.0,7779.0,5.0,2.0,0.0
0.0,56.0,571.7957084402351,92441.0,68.0,2436.0,4.0,6.0,1.0
1.0,312.0,847.950171881706,44034.0,68.0,6797.0,2.0,5.0,1.0
1.0,253.0,808.1723795810886,89876.0,30.0,5759.0,2.0,1.0,0.0
0.0,239.0,625.8352816472635,25456.0,95.0,4396.0,7.0,5.0,1.0
1.0,24.0,334.4584646768897,83454.0,82.0,4478.0,1.0,6.0,0.0
1.0,131.0,790.4053073433654,50340.0,39.0,9301.0,5.0,3.0,0.0
0.0,352.0,333.9496075885014,61910.0,93.0,1477.0,7.0,2.0,0.0
1.0,174.0,922.3574854865706,72797.0,61.0,1582.0,6.0,2.0,1.0
0.0,322.0,461.1573184070457,80381.0,43.0,8577.0,7.0,4.0,0.0
1.0,290.0,725.2391901949005,51353.0,72.0,9779.0,1.0,2.0,1.0
1.0,34.0,969.6436791431576,46760.0,4.0,6556.0,4.0,6.0,0.0
1.0,96.0,595.5966751629694,50407.0,91.0,6152.0,6.0,1.0,1.0
1.0,45.0,497.55737996229294,41148.0,48.0,8404.0,7.0,3.0,0.0
1.0,90.0,113.11904099465505,14901.0,100.0,4311.0,1.0,4.0,0.0
1.0,257.0,154.92369941638006,54579.0,62.0,9579.0,3.0,3.0,0.0
0.0,265.0,677.0405714491577,27395.0,27.0,1598.0,4.0,4.0,0.0
0.0,160.0,932.4050066768074,87894.0,12.0,6460.0,4.0,1.0,0.0
1.0,12.0,577.9822745750496,50913.0,82.0,4438.0,3.0,2.0,0.0
1.0,142.0,532.7435299592512,67817.0,86.0,2927.0,3.0,2.0,0.0
1.0,59.0,16.24146077289987,91650.0,72.0,9422.0,1.0,2.0,1.0
1.0,139.0,142.41527196269132,47128.0,74.0,5011.0,2.0,1.0,1.0
1.0,277.0,444.2039907028932,27049.0,4.0,8712.0,6.0,1.0,0.0
1.0,28.0,87.0334608855789,61369.0,23.0,8304.0,5.0,3.0,1.0
1.0,102.0,713.1857860434363,97932.0,69.0,2286.0,7.0,4.0,0.0
0.0,358.0,468.8076294747422,69714.0,40.0,8625.0,4.0,2.0,0.0
0.0,316.0,258.79471290818407,57638.0,51.0,4004.0,6.0,6.0,1.0
1.0,233.0,488.0192258375426,18567.0,61.0,2849.0,3.0,4.0,1.0
0.0,145.0,768.1735732500763,89225.0,74.0,3087.0,5.0,1.0,1.0
0.0,167.0,556.5937102347758,19296.0,39.0,9728.0,4.0,4.0,1.0
0.0,318.0,244.4473699882706,30843.0,62.0,7288.0,1.0,3.0,0.0
1.0,223.0,567.6439830477494,54852.0,70.0,4869.0,2.0,6.0,0.0
1.0,59.0,592.57097194701,70674.0,42.0,2599.0,7.0,4.0,0.0
1.0,208.0,70.53802719459624,24253.0,88.0,7208.0,3.0,4.0,0.0
0.0,112.0,817.21655633135,86122.0,97.0,1003.0,7.0,2.0,0.0
1.0,273.0,292.2117502510002,90684.0,74.0,8326.0,2.0,2.0,1.0
1.0,292.0,794.5523130691874,99071.0,39.0,8122.0,6.0,3.0,0.0
0.0,314.0,986.4352268421162,62978.0,17.0,5819.0,1.0,3.0,0.0
0.0,361.0,560.4702275986413,57086.0,15.0,5623.0,7.0,1.0,0.0
1.0,360.0,590.5737107088719,91948.0,41.0,7271.0,4.0,4.0,1.0
0.0,340.0,174.23669615683363,28228.0,25.0,7301.0,7.0,3.0,1.0
0.0,148.0,997.4585869674604,97826.0,17.0,3200.0,1.0,1.0,0.0
0.0,250.0,658.2687701158104,27796.0,11.0,3248.0,6.0,4.0,1.0
1.0,320.0,180.61757972046703,76770.0,55.0,8373.0,4.0,3.0,0.0
0.0,218.0,604.96868406551,85751.0,64.0,4878.0,6.0,5.0,1.0
1.0,280.0,576.776000794791,14385.0,5.0,8917.0,6.0,3.0,0.0
1.0,354.0,80.98304258246263,78997.0,97.0,5578.0,4.0,5.0,0.0
0.0,126.0,472.979120776297,96997.0,86.0,2279.0,6.0,6.0,1.0
0.0,176.0,535.4982283543691,11413.0,61.0,8438.0,5.0,4.0,1.0
1.0,181.0,960.620721174648,48616.0,38.0,3744.0,1.0,6.0,1.0
1.0,32.0,629.6707539088083,85778.0,22.0,1845.0,6.0,3.0,0.0
1.0,249.0,83.42765664826709,76269.0,10.0,5552.0,3.0,2.0,1.0
1.0,132.0,15.188807053027569,24621.0,78.0,3860.0,5.0,6.0,0.0
1.0,190.0,808.0328506322501,44242.0,90.0,4869.0,4.0,2.0,0.0
1.0,44.0,967.3782880598692,88059.0,20.0,9125.0,7.0,4.0,1.0
0.0,339.0,440.7448233833394,93568.0,22.0,4454.0,5.0,6.0,1.0
0.0,329.0,265.13110042161077,25203.0,7.0,3745.0,4.0,4.0,1.0
1.0,244.0,746.4043948449456,79798.0,30.0,7222.0,6.0,6.0,1.0
1.0,135.0,146.0046811246252,66981.0,2.0,5731.0,7.0,4.0,1.0
1.0,272.0,683.193434602878,15376.0,13.0,9704.0,6.0,3.0,1.0
1.0,172.0,271.0557910637611,22881.0,33.0,7408.0,4.0,6.0,0.0
0.0,267.0,338.0691964778336,33582.0,41.0,9972.0,1.0,6.0,0.0
0.0,7.0,411.8375178471286,78847.0,14.0,8306.0,3.0,2.0,1.0
1.0,99.0,35.00772076604337,91185.0,12.0,1931.0,5.0,6.0,0.0
0.0,363.0,957.8375423986996,21322.0,78.0,3128.0,4.0,6.0,0.0
0.0,357.0,185.07872984619732,48609.0,60.0,2240.0,6.0,4.0,1.0
1.0,355.0,903.4881013774246,52389.0,33.0,3653.0,7.0,1.0,1.0
0.0,196.0,389.2018373036539,17872.0,34.0,5336.0,2.0,4.0,0.0
1.0,103.0,610.6915830689803,33388.0,83.0,9061.0,1.0,2.0,1.0
0.0,315.0,643.6948288019258,67878.0,92.0,5243.0,1.0,1.0,0.0
0.0,293.0,727.8176063399445,68442.0,3.0,9154.0,2.0,6.0,0.0
0.0,341.0,391.09333711244193,29871.0,90.0,6403.0,4.0,5.0,0.0
1.0,245.0,436.62160979590436,19188.0,70.0,4700.0,1.0,4.0,1.0
0.0,291.0,535.7687724091644,57044.0,43.0,5961.0,4.0,1.0,0.0
1.0,274.0,853.4887362566933,54572.0,11.0,8530.0,7.0,3.0,0.0
0.0,284.0,40.29185141284345,60353.0,85.0,4129.0,3.0,6.0,1.0
0.0,323.0,689.1537398167093,73766.0,11.0,8175.0,6.0,2.0,0.0
0.0,99.0,26.339240878964073,87718.0,31.0,9015.0,4.0,1.0,1.0
1.0,274.0,964.9888921485546,68891.0,3.0,1606.0,3.0,1.0,1.0
0.0,208.0,119.06892161418858,95701.0,86.0,9570.0,4.0,6.0,0.0
0.0,37.0,37.840789755614516,28558.0,63.0,1312.0,4.0,5.0,0.0
0.0,360.0,649.1376326934039,11882.0,23.0,1818.0,3.0,1.0,1.0
0.0,303.0,64.8936577139971,23937.0,15.0,9145.0,5.0,5.0,0.0
0.0,104.0,426.78525247429127,98918.0,52.0,6312.0,1.0,6.0,0.0
1.0,110.0,764.463654484905,87736.0,23.0,6496.0,1.0,1.0,1.0
0.0,213.0,168.88280228226995,58487.0,71.0,3703.0,4.0,2.0,0.0
0.0,52.0,791.2612433248709,92863.0,79.0,7162.0,7.0,2.0,0.0
1.0,42.0,7.343228975063336,33516.0,12.0,5648.0,4.0,6.0,1.0
0.0,106.0,143.94477337737288,45513.0,67.0,8379.0,4.0,2.0,0.0
0.0,306.0,180.8204665145393,75521.0,79.0,2442.0,6.0,3.0,1.0
1.0,3.0,558.152693066026,35153.0,16.0,9686.0,1.0,5.0,1.0
0.0,238.0,770.5609518277479,96419.0,27.0,5528.0,1.0,2.0,0.0
0.0,351.0,843.9379128411804,72182.0,64.0,3888.0,2.0,6.0,0.0
0.0,331.0,364.8288760094304,37471.0,56.0,5118.0,3.0,5.0,1.0
0.0,54.0,740.676467928321,80432.0,23.0,3589.0,7.0,1.0,1.0
0.0,37.0,895.1840957258979,68303.0,76.0,6340.0,4.0,2.0,1.0
0.0,57.0,326.8060924824646,22853.0,31.0,7759.0,7.0,2.0,1.0
0.0,38.0,471.5192695744869,73492.0,7.0,8141.0,2.0,2.0,1.0
0.0,199.0,374.11159683218744,69996.0,93.0,4181.0,6.0,3.0,1.0
0.0,172.0,128.08455292927093,84536.0,8.0,5597.0,2.0,1.0,1.0
1.0,215.0,172.03011540010002,55033.0,29.0,5835.0,5.0,2.0,0.0
0.0,45.0,412.2844462403415,78389.0,63.0,4546.0,5.0,4.0,1.0
1.0,8.0,730.2877368903328,42329.0,32.0,6362.0,4.0,5.0,0.0
0.0,294.0,898.3535425221361,64758.0,6.0,1656.0,4.0,6.0,0.0
1.0,272.0,394.9258361145113,22844.0,58.0,9114.0,2.0,1.0,0.0
1.0,112.0,133.57928978686985,48769.0,31.0,2486.0,1.0,4.0,1.0
0.0,361.0,459.8235539128198,84760.0,96.0,1399.0,4.0,4.0,0.0
1.0,95.0,790.0688540762682,58551.0,81.0,8607.0,6.0,6.0,0.0
0.0,198.0,893.5410058353832,53634.0,68.0,1535.0,3.0,4.0,1.0
0.0,351.0,81.87808252747917,54000.0,95.0,1898.0,5.0,6.0,1.0
0.0,57.0,383.57204008270253,70994.0,80.0,1669.0,3.0,3.0,0.0
